,Unnamed: 0,jmeno,pohlavi,datum_narozeni,vek,vek_dny_srpen31,body_za_vek,spadova_skolka,skolka_sourozence,bydliste_brno,prioritni_vek,id,mc
936,48,Petr Horák,M,2019-02-21,4,190,2043.8,37,,True,True,37,střed
937,130,Jiří Pospíšil,M,2016-11-22,6,-84,2120.0,37,,True,True,37,střed
938,224,Michal Vávra,M,2019-07-06,4,55,2041.1,37,,True,True,37,střed
939,409,Adam Němec,M,2017-06-07,6,84,2121.68,37,,True,True,37,střed
940,534,Václav Hájek,M,2021-03-05,2,178,3.56,37,,True,False,37,střed
941,843,Milan Dvořák,M,2021-05-27,2,95,1.9,37,,True,False,37,střed
942,889,Ján Němec,M,2019-06-11,4,80,2041.6,37,101.0,True,True,37,střed
943,891,Ján Marek,M,2021-05-05,2,117,2.34,37,,True,False,37,střed
944,952,Jozef Horváth,M,2020-10-19,2,-50,1000.0,37,,True,False,37,střed
945,1002,Anton Novotný,M,2017-01-27,6,215,2124.3,37,,True,True,37,střed
946,1014,Anton Hájek,M,2019-07-24,4,37,2040.74,37,,True,True,37,střed
947,1104,Andrej Vávra,M,2017-08-03,6,27,2120.54,37,,True,True,37,střed
948,1276,Vladimír Macháček,M,2016-09-25,6,-26,2120.0,37,,True,True,37,střed
949,1408,Viktor Horák,M,2021-05-15,2,107,2.14,37,,True,False,37,střed
950,1555,Matúš Dušek,M,2018-12-27,4,-119,2040.0,37,,True,True,37,střed
951,1703,Denisa Pechová,F,2018-06-03,5,88,2081.76,37,,True,True,37,střed
952,1753,Eva Křenková,F,2021-04-20,2,132,2.64,37,,True,False,37,střed
953,1763,Hana Dvořáková,F,2021-02-25,2,186,3.72,37,,True,False,37,střed
954,1855,Ivana Bílá,F,2020-03-28,3,155,2003.1,37,,True,True,37,střed
955,1899,Jana Matějová,F,2018-04-13,5,139,2082.78,37,,True,True,37,střed
956,1940,Karolína Jelínková,F,2016-06-03,7,88,2161.76,37,,True,False,37,střed
957,2517,Petra Tesařová,F,2020-09-13,2,-14,1000.0,37,,True,False,37,střed
958,2558,Renata Kočová,F,2018-07-04,5,57,2081.14,37,,True,True,37,střed
959,2609,Soňa Němcová,F,2021-02-16,2,195,3.9,37,,True,False,37,střed
960,2858,Andrea Tichá,F,2017-05-21,6,101,2122.02,37,,False,True,37,střed
961,3098,Irena Tichá,F,2017-07-11,6,50,2121.0,37,,True,True,37,střed
962,49,Petr Němec,M,2017-06-08,6,83,2121.66,21,,True,True,21,stred
963,354,David Janda,M,2017-01-13,6,229,2124.58,21,,True,True,21,stred
964,509,Ondřej Kratochvíl,M,2019-02-21,4,190,2043.8,21,,True,True,21,stred
965,679,Jaroslav Pekař,M,2017-05-04,6,118,2122.36,21,,True,True,21,stred
966,689,Josef Němec,M,2018-09-01,4,-2,2040.0,21,,True,True,21,stred
967,811,Aleš Marek,M,2017-03-30,6,153,2123.06,21,,True,True,21,stred
968,824,Aleš Vávra,M,2017-12-09,5,-101,2080.0,21,,False,True,21,stred
969,825,Aleš Tomáš,M,2018-02-04,5,207,2084.14,21,,True,True,21,stred
970,958,Jozef Staněk,M,2021-07-31,2,30,0.6,21,,True,False,21,stred
971,1007,Anton Veselý,M,2019-03-08,4,175,2043.5,21,,True,True,21,stred
972,1093,Andrej Soukup,M,2017-02-19,6,192,2123.84,21,,True,True,21,stred
973,1253,Vladimír Soukup,M,2018-12-09,4,-101,2040.0,21,,False,True,21,stred
974,1515,Erik Dušek,M,2018-06-03,5,88,2081.76,21,,True,True,21,stred
975,1632,Anna Kopecká,F,2019-12-02,3,-94,2000.0,21,,True,True,21,stred
976,1672,Barbora Kopecká,F,2020-01-08,3,235,2004.7,21,,True,True,21,stred
977,1946,Karolína Králová,F,2018-08-29,5,1,2080.02,21,,True,True,21,stred
978,2002,Klára Novotná,F,2019-09-08,3,-9,2000.0,21,,True,True,21,stred
979,2015,Klára Bílá,F,2018-11-27,4,-89,2040.0,21,,True,True,21,stred
980,2218,Marta Tichá,F,2019-05-30,4,92,2041.84,21,,True,True,21,stred
981,2306,Monika Králová,F,2021-06-16,2,75,1.5,21,,True,False,21,stred
982,2464,Pavlína Šimková,F,2020-06-06,3,85,2001.7,21,,True,True,21,stred
983,2482,Petra Novotná,F,2020-07-15,3,46,2000.92,21,,True,True,21,stred
984,2776,Zuzana Konečná,F,2020-07-08,3,53,2001.06,21,,True,True,21,stred
985,2970,Dominika Křížová,F,2018-11-07,4,-69,2040.0,21,,True,True,21,stred
986,3019,Eliška Matějová,F,2019-03-03,4,180,2043.6,21,126.0,True,True,21,stred
987,3020,Eliška Jelínková,F,2018-08-31,4,-1,2040.0,21,,True,True,21,stred
988,3108,Irena Zábranská,F,2020-01-23,3,220,2004.4,21,110.0,True,True,21,stred
989,50,Petr Pospíšil,M,2017-05-11,6,111,2122.22,72,,True,True,72,lisen
990,142,Jiří Mareš,M,2020-06-27,3,64,2001.28,72,,True,True,72,lisen
991,226,Michal Toman,M,2016-06-06,7,85,2161.7,72,,True,False,72,lisen
992,336,David Král,M,2018-11-30,4,-92,2040.0,72,,True,True,72,lisen
993,601,Radim Svoboda,M,2017-11-12,5,-74,2080.0,72,,True,True,72,lisen
994,606,Radim Kovařík,M,2017-05-16,6,106,2122.12,72,,True,True,72,lisen
995,653,Jaroslav Soukup,M,2018-10-22,4,-53,2040.0,72,,True,True,72,lisen
996,780,Filip Šimek,M,2018-08-30,5,0,2080.0,72,26.0,False,True,72,lisen
997,870,Milan Kadlec,M,2017-01-08,6,234,2124.68,72,,True,True,72,lisen
998,1018,Anton Beneš,M,2020-12-11,2,-103,1000.0,72,,True,False,72,lisen
999,1306,Štefan Toman,M,2020-03-11,3,172,2003.44,72,,True,True,72,lisen
1000,1329,Juraj Němec,M,2016-10-22,6,-53,2120.0,72,,True,True,72,lisen
1001,1357,Juraj Navrátil,M,2020-09-19,2,-20,1000.0,72,32.0,True,False,72,lisen
1002,1464,Róbert Vávra,M,2017-11-08,5,-70,2080.0,72,,True,True,72,lisen
1003,1704,Denisa Šimková,F,2019-11-22,3,-84,2000.0,72,,True,True,72,lisen
1004,1895,Jana Bílá,F,2021-06-17,2,74,1.48,72,,True,False,72,lisen
1005,1922,Karolína Novotná,F,2020-06-04,3,87,2001.74,72,,True,True,72,lisen
1006,2377,Nikola Kadlecová,F,2020-06-13,3,78,2001.56,72,,True,True,72,lisen
1007,2444,Pavlína Černá,F,2018-10-20,4,-51,2040.0,72,,True,True,72,lisen
1008,2540,Renata Jelínková,F,2021-08-23,2,7,0.14,72,,True,False,72,lisen
1009,2645,Tereza Procházková,F,2016-08-20,7,10,2160.2,72,,True,False,72,lisen
1010,2798,Zuzana Kočová,F,2019-02-25,4,186,2043.72,72,,True,True,72,lisen
1011,2840,Andrea Nováková,F,2020-03-08,3,175,2003.5,72,,True,True,72,lisen
1012,2913,Blanka Křenková,F,2020-01-27,3,216,2004.32,72,,True,True,72,lisen
1013,3033,Eliška Křenková,F,2019-06-27,4,64,2041.28,72,,True,True,72,lisen
1014,3116,Irena Havlíčková,F,2019-03-31,4,152,2043.04,72,,True,True,72,lisen
1015,53,Petr Soukup,M,2019-12-16,3,-108,2000.0,129,,True,True,129,stary_liskovec
1016,98,Tomáš Beneš,M,2016-06-18,7,73,2161.46,129,,True,False,129,stary_liskovec
1017,203,Michal Dvořák,M,2020-02-13,3,199,2003.98,129,,True,True,129,stary_liskovec
1018,291,Lukáš Marek,M,2018-12-17,4,-109,2040.0,129,,True,True,129,stary_liskovec
1019,697,Josef Růžička,M,2018-05-09,5,113,2082.26,129,,True,True,129,stary_liskovec
1020,716,Josef Macháček,M,2016-06-03,7,88,2161.76,129,,True,False,129,stary_liskovec
1021,721,Radek Svoboda,M,2018-03-16,5,167,2083.34,129,,True,True,129,stary_liskovec
1022,984,Ivan Vávra,M,2020-01-23,3,220,2004.4,129,98.0,True,True,129,stary_liskovec
1023,1091,Andrej Marek,M,2021-03-06,2,177,3.54,129,,True,False,129,stary_liskovec
1024,1158,Miroslav Staněk,M,2017-10-15,5,-46,2080.0,129,,True,True,129,stary_liskovec
1025,1199,Richard Pekař,M,2019-06-13,4,78,2041.56,129,,True,True,129,stary_liskovec
1026,1239,Igor Pekař,M,2021-02-03,2,208,4.16,129,,True,False,129,stary_liskovec
1027,1298,Štefan Beneš,M,2020-12-31,2,-123,1000.0,129,,True,False,129,stary_liskovec
1028,1732,Eva Pospíšilová,F,2016-06-11,7,80,2161.6,129,29.0,True,False,129,stary_liskovec
1029,1765,Hana Procházková,F,2020-10-22,2,-53,1000.0,129,,True,False,129,stary_liskovec
1030,1768,Hana Horáková,F,2018-06-03,5,88,2081.76,129,,True,True,129,stary_liskovec
1031,1779,Hana Matějová,F,2016-11-10,6,-72,2120.0,129,,True,True,129,stary_liskovec
1032,1793,Hana Křenková,F,2016-12-04,6,-96,2120.0,129,,True,True,129,stary_liskovec
1033,1838,Helena Kočová,F,2021-06-20,2,71,1.42,129,,True,False,129,stary_liskovec
1034,1976,Kateřina Konečná,F,2017-02-14,6,197,2123.94,129,,True,True,129,stary_liskovec
1035,2058,Lenka Tichá,F,2019-07-26,4,35,2040.7,129,,True,True,129,stary_liskovec
1036,2067,Lenka Vondráčková,F,2020-10-23,2,-54,1000.0,129,,True,False,129,stary_liskovec
1037,2179,Marcela Matějová,F,2020-11-28,2,-90,1000.0,129,,True,False,129,stary_liskovec
1038,2201,Marta Svobodová,F,2018-02-13,5,198,2083.96,129,,True,True,129,stary_liskovec
1039,2336,Natálie Konečná,F,2016-11-04,6,-66,2120.0,129,,True,True,129,stary_liskovec
1040,2712,Veronika Kopecká,F,2019-03-05,4,178,2043.56,129,,True,True,129,stary_liskovec
1041,2722,Zdeňka Novotná,F,2020-03-04,3,179,2003.58,129,,True,True,129,stary_liskovec
1042,2920,Daniela Nováková,F,2017-07-23,6,38,2120.76,129,,True,True,129,stary_liskovec
1043,54,Petr Hájek,M,2018-07-28,5,33,2080.66,62,,True,True,62,bystrc
1044,192,Martin Horváth,M,2021-04-19,2,133,2.66,62,,True,False,62,bystrc
1045,253,Pavel Soukup,M,2018-06-26,5,65,2081.3,62,,True,True,62,bystrc
1046,294,Lukáš Hájek,M,2016-11-21,6,-83,2120.0,62,,True,True,62,bystrc
1047,360,Marek Novák,M,2016-06-13,7,78,2161.56,62,,True,False,62,bystrc
1048,533,Václav Soukup,M,2017-03-11,6,172,2123.44,62,,True,True,62,bystrc
1049,669,Jaroslav Kratochvíl,M,2021-02-02,2,209,4.18,62,,True,False,62,bystrc
1050,887,Ján Veselý,M,2020-09-30,2,-31,1000.0,62,,True,False,62,bystrc
1051,1113,Andrej Polák,M,2019-07-20,4,41,2040.82,62,,True,True,62,bystrc
1052,1191,Richard Kříž,M,2019-08-24,4,6,2040.12,62,,True,True,62,bystrc
1053,1195,Richard Dušek,M,2019-12-12,3,-104,2000.0,62,,True,True,62,bystrc
1054,1338,Juraj Beneš,M,2016-12-11,6,-103,2120.0,62,,True,True,62,bystrc
1055,1421,Viktor Svatoš,M,2020-03-22,3,161,2003.22,62,,True,True,62,bystrc
1056,1762,Hana Novotná,F,2020-09-05,2,-6,1000.0,62,,True,False,62,bystrc
1057,2044,Lenka Černá,F,2020-06-19,3,72,2001.44,62,,True,True,62,bystrc
1058,2062,Lenka Hájková,F,2019-03-30,4,153,2043.06,62,,True,True,62,bystrc
1059,2195,Marcela Tomášková,F,2020-02-23,3,189,2003.78,62,,True,True,62,bystrc
1060,2289,Monika Němcová,F,2017-08-07,6,23,2120.46,62,,True,True,62,bystrc
1061,2504,Petra Šimková,F,2020-05-26,3,96,2001.92,62,,True,True,62,bystrc
1062,2511,Petra Benešová,F,2017-09-11,5,-12,2080.0,62,,True,True,62,bystrc
1063,2651,Tereza Malá,F,2018-03-15,5,168,2083.36,62,,True,True,62,bystrc
1064,2684,Veronika Černá,F,2021-07-25,2,36,0.72,62,,True,False,62,bystrc
1065,2759,Zdeňka Šťastná,F,2019-03-18,4,165,2043.3,62,,True,True,62,bystrc
1066,2911,Blanka Benešová,F,2019-09-24,3,-25,2000.0,62,,True,True,62,bystrc
1067,2916,Blanka Havlíčková,F,2017-10-22,5,-53,2080.0,62,,True,True,62,bystrc
1068,3165,Lenka Procházková,F,2017-03-17,6,166,2123.32,62,,True,True,62,bystrc
1069,57,Petr Růžička,M,2017-01-01,6,241,2124.82,35,,True,True,35,komin
1070,61,Petr Svatoš,M,2016-08-20,7,10,2160.2,35,,True,False,35,komin
1071,75,Petr Dušek,M,2020-05-24,3,98,2001.96,35,,True,True,35,komin
1072,123,Jiří Dvořák,M,2019-06-14,4,77,2041.54,35,,True,True,35,komin
1073,126,Jiří Kovařík,M,2016-10-07,6,-38,2120.0,35,,True,True,35,komin
1074,313,Lukáš Polák,M,2020-04-18,3,134,2002.68,35,,True,True,35,komin
1075,323,David Dvořák,M,2018-06-16,5,75,2081.5,35,,True,True,35,komin
1076,427,Adam Konečný,M,2018-03-23,5,160,2083.2,35,95.0,True,True,35,komin
1077,517,Ondřej Navrátil,M,2020-01-04,3,239,2004.78,35,,True,True,35,komin
1078,745,Radek Tomáš,M,2019-10-05,3,-36,2000.0,35,,True,True,35,komin
1079,838,Aleš Staněk,M,2017-09-15,5,-16,2080.0,35,,True,True,35,komin
1080,982,Ivan Mareš,M,2018-07-15,5,46,2080.92,35,,True,True,35,komin
1081,1073,Peter Polák,M,2021-03-30,2,153,3.06,35,,True,False,35,komin
1082,1090,Andrej Pospíšil,M,2021-02-26,2,185,3.7,35,,True,False,35,komin
1083,1321,Juraj Svoboda,M,2017-11-21,5,-83,2080.0,35,,True,True,35,komin
1084,1324,Juraj Černý,M,2020-11-14,2,-76,1000.0,35,,True,False,35,komin
1085,1375,Patrik Fiala,M,2016-06-13,7,78,2161.56,35,,True,False,35,komin
1086,1444,Róbert Černý,M,2016-06-21,7,70,2161.4,35,,True,False,35,komin
1087,1498,Erik Beneš,M,2018-03-28,5,155,2083.1,35,,True,True,35,komin
1088,1809,Helena Němcová,F,2021-04-07,2,145,2.9,35,,True,False,35,komin
1089,1821,Helena Urbanová,F,2017-12-13,5,-105,2080.0,35,,True,True,35,komin
1090,1942,Karolína Hájková,F,2020-06-11,3,80,2001.6,35,131.0,True,True,35,komin
1091,2107,Lucia Vondráčková,F,2020-01-24,3,219,2004.38,35,,True,True,35,komin
1092,2396,Nikola Havlíčková,F,2020-09-13,2,-14,1000.0,35,,True,False,35,komin
1093,2408,Patricia Horáková,F,2017-12-23,5,-115,2080.0,35,,True,True,35,komin
1094,2423,Patricia Pechová,F,2017-10-02,5,-33,2080.0,35,,True,True,35,komin
1095,2563,Simona Dvořáková,F,2017-11-05,5,-67,2080.0,35,,True,True,35,komin
1096,3026,Eliška Králová,F,2021-05-06,2,116,2.32,35,,True,False,35,komin
1097,59,Petr Bílý,M,2019-03-07,4,176,2043.52,110,,True,True,110,stary_liskovec
1098,115,Tomáš Dušek,M,2016-06-17,7,74,2161.48,110,,True,False,110,stary_liskovec
1099,615,Radim Fiala,M,2018-11-30,4,-92,2040.0,110,,True,True,110,stary_liskovec
1100,638,Radim Staněk,M,2020-05-09,3,113,2002.26,110,,True,True,110,stary_liskovec
1101,783,Filip Mach,M,2018-08-02,5,28,2080.56,110,,True,True,110,stary_liskovec
1102,1016,Anton Král,M,2021-01-03,2,239,4.78,110,,True,False,110,stary_liskovec
1103,1030,Anton Kadlec,M,2019-02-02,4,209,2044.18,110,,True,True,110,stary_liskovec
1104,1170,Richard Pospíšil,M,2020-04-21,3,131,2002.62,110,,True,True,110,stary_liskovec
1105,1197,Richard Navrátil,M,2017-02-05,6,206,2124.12,110,,True,True,110,stary_liskovec
1106,1305,Štefan Tomáš,M,2018-07-01,5,60,2081.2,110,59.0,True,True,110,stary_liskovec
1107,1308,Štefan Vlček,M,2021-05-04,2,118,2.36,110,,True,False,110,stary_liskovec
1108,1787,Hana Vondráčková,F,2021-02-27,2,184,3.68,110,,True,False,110,stary_liskovec
1109,1794,Hana Vlčková,F,2021-06-01,2,90,1.8,110,,True,False,110,stary_liskovec
1110,1890,Jana Křížová,F,2019-09-04,3,-5,2000.0,110,,True,True,110,stary_liskovec
1111,1898,Jana Tichá,F,2019-06-08,4,83,2041.66,110,,True,True,110,stary_liskovec
1112,2641,Tereza Svobodová,F,2016-10-18,6,-49,2120.0,110,,True,True,110,stary_liskovec
1113,2730,Zdeňka Křížová,F,2016-08-10,7,20,2160.4,110,117.0,True,False,110,stary_liskovec
1114,2740,Zdeňka Jelínková,F,2018-12-25,4,-117,2040.0,110,,True,True,110,stary_liskovec
1115,2787,Zuzana Vondráčková,F,2019-02-21,4,190,2043.8,110,,True,True,110,stary_liskovec
1116,2910,Blanka Rýdlová,F,2019-08-08,4,22,2040.44,110,,True,True,110,stary_liskovec
1117,3151,Kamila Benešová,F,2019-09-20,3,-21,2000.0,110,,True,True,110,stary_liskovec
1118,62,Petr Mareš,M,2016-08-14,7,16,2160.32,80,,True,False,80,novy_liskovec
1119,358,David Staněk,M,2019-07-14,4,47,2040.94,80,,True,True,80,novy_liskovec
1120,479,Jakub Pekař,M,2016-07-01,7,60,2161.2,80,93.0,True,False,80,novy_liskovec
1121,607,Radim Veselý,M,2016-09-03,6,-4,2120.0,80,,True,True,80,novy_liskovec
1122,734,Radek Hájek,M,2020-04-14,3,138,2002.76,80,,True,True,80,novy_liskovec
1123,864,Milan Vávra,M,2018-12-20,4,-112,2040.0,80,,True,True,80,novy_liskovec
1124,1146,Miroslav Toman,M,2020-10-26,2,-57,1000.0,80,,True,False,80,novy_liskovec
1125,1222,Igor Mareš,M,2016-07-05,7,56,2161.12,80,,True,False,80,novy_liskovec
1126,1401,Viktor Svoboda,M,2018-08-03,5,27,2080.54,80,,True,True,80,novy_liskovec
1127,1516,Erik Macháček,M,2016-11-08,6,-70,2120.0,80,,True,True,80,novy_liskovec
1128,1828,Helena Zábranská,F,2017-02-04,6,207,2124.14,80,,True,True,80,novy_liskovec
1129,2280,Monika Nováková,F,2020-09-28,2,-29,1000.0,80,,True,False,80,novy_liskovec
1130,2432,Patricia Kopecká,F,2016-06-23,7,68,2161.36,80,,True,False,80,novy_liskovec
1131,2962,Dominika Novotná,F,2017-02-02,6,209,2124.18,80,,True,True,80,novy_liskovec
1132,3187,Lenka Vondráčková,F,2019-05-01,4,121,2042.42,80,,True,True,80,novy_liskovec
1133,65,Petr Tomáš,M,2017-12-24,5,-116,2080.0,15,,True,True,15,ivanovice
1134,106,Tomáš Toman,M,2018-12-28,4,-120,2040.0,15,109.0,True,True,15,ivanovice
1135,166,Martin Kovařík,M,2018-10-15,4,-46,2040.0,15,,True,True,15,ivanovice
1136,324,David Černý,M,2016-12-19,6,-111,2120.0,15,,True,True,15,ivanovice
1137,431,Adam Kříž,M,2017-10-12,5,-43,2080.0,15,,True,True,15,ivanovice
1138,560,Tomáš Novák,M,2020-07-18,3,43,2000.86,15,,True,True,15,ivanovice
1139,698,Josef Beneš,M,2020-10-17,2,-48,1000.0,15,,True,False,15,ivanovice
1140,894,Ján Hájek,M,2018-12-02,4,-94,2040.0,15,,True,True,15,ivanovice
1141,962,Ivan Novotný,M,2018-12-02,4,-94,2040.0,15,,True,True,15,ivanovice
1142,1048,Peter Horák,M,2019-05-19,4,103,2042.06,15,,True,True,15,ivanovice
1143,1070,Peter Kadlec,M,2017-02-10,6,201,2124.02,15,,True,True,15,ivanovice
1144,1100,Andrej Šimek,M,2018-02-24,5,187,2083.74,15,,True,True,15,ivanovice
1145,1244,Vladimír Černý,M,2017-04-11,6,141,2122.82,15,,True,True,15,ivanovice
1146,1349,Juraj Kratochvíl,M,2018-09-20,4,-21,2040.0,15,,True,True,15,ivanovice
1147,1539,Matúš Bílý,M,2020-09-06,2,-7,1000.0,15,,True,False,15,ivanovice
1148,1543,Matúš Mach,M,2020-08-02,3,28,2000.56,15,,True,True,15,ivanovice
1149,1547,Matúš Konečný,M,2016-12-02,6,-94,2120.0,15,,True,True,15,ivanovice
1150,1606,Anna Kučerová,F,2020-02-26,3,186,2003.72,15,,True,True,15,ivanovice
1151,1770,Hana Křížová,F,2019-12-28,3,-120,2000.0,15,33.0,True,True,15,ivanovice
1152,2000,Klára Nováková,F,2019-07-06,4,55,2041.1,15,,True,True,15,ivanovice
1153,2081,Lucia Svobodová,F,2018-09-03,4,-4,2040.0,15,,True,True,15,ivanovice
1154,2139,Ludmila Matějová,F,2019-06-07,4,84,2041.68,15,,True,True,15,ivanovice
1155,2242,Michaela Novotná,F,2019-09-21,3,-22,2000.0,15,,True,True,15,ivanovice
1156,2422,Patricia Hájková,F,2020-03-09,3,174,2003.48,15,,True,True,15,ivanovice
1157,2455,Pavlína Bílá,F,2016-08-31,6,-1,2120.0,15,,True,True,15,ivanovice
1158,2471,Pavlína Benešová,F,2019-04-29,4,123,2042.46,15,,True,True,15,ivanovice
1159,2480,Petra Nováková,F,2017-04-18,6,134,2122.68,15,,True,True,15,ivanovice
1160,2520,Renata Nováková,F,2020-06-18,3,73,2001.46,15,,True,True,15,ivanovice
1161,2545,Renata Hlaváčková,F,2020-08-06,3,24,2000.48,15,,True,True,15,ivanovice
1162,2601,Soňa Svobodová,F,2018-07-31,5,30,2080.6,15,,True,True,15,ivanovice
1163,2739,Zdeňka Matějová,F,2020-01-24,3,219,2004.38,15,,True,True,15,ivanovice
1164,2758,Zdeňka Kočová,F,2017-12-21,5,-113,2080.0,15,,True,True,15,ivanovice
1165,2818,Alena Tichá,F,2017-09-20,5,-21,2080.0,15,,True,True,15,ivanovice
1166,3161,Lenka Svobodová,F,2019-08-03,4,27,2040.54,15,,True,True,15,ivanovice
1167,3171,Lenka Malá,F,2018-05-05,5,117,2082.34,15,,True,True,15,ivanovice
1168,3196,Lenka Havlíčková,F,2020-11-09,2,-71,1000.0,15,,True,False,15,ivanovice
1169,66,Petr Toman,M,2021-08-27,2,3,0.06,30,,True,False,30,stred
1170,208,Michal Horák,M,2016-06-02,7,89,2161.78,30,,True,False,30,stred
1171,513,Ondřej Polák,M,2019-05-30,4,92,2041.84,30,,True,True,30,stred
1172,567,Tomáš Veselý,M,2017-01-09,6,233,2124.66,30,,True,True,30,stred
1173,673,Jaroslav Polák,M,2017-10-18,5,-49,2080.0,30,,True,True,30,stred
1174,733,Radek Soukup,M,2019-03-15,4,168,2043.36,30,,True,True,30,stred
1175,803,Aleš Dvořák,M,2016-09-05,6,-6,2120.0,30,,True,True,30,stred
1176,874,Milan Janda,M,2018-03-02,5,181,2083.62,30,,True,True,30,stred
1177,927,Jozef Veselý,M,2019-02-17,4,194,2043.88,30,,True,True,30,stred
1178,1240,Vladimír Novák,M,2020-09-08,2,-9,1000.0,30,,True,False,30,stred
1179,1263,Vladimír Mach,M,2018-11-12,4,-74,2040.0,30,,True,True,30,stred
1180,1314,Štefan Janda,M,2019-07-05,4,56,2041.12,30,,True,True,30,stred
1181,1364,Patrik Černý,M,2019-07-28,4,33,2040.66,30,,True,True,30,stred
1182,1387,Patrik Konečný,M,2017-08-15,6,15,2120.3,30,,True,True,30,stred
1183,1591,Samuel Kříž,M,2019-05-26,4,96,2041.92,30,,True,True,30,stred
1184,1627,Anna Vondráčková,F,2016-09-13,6,-14,2120.0,30,,True,True,30,stred
1185,2124,Ludmila Černá,F,2016-07-02,7,59,2161.18,30,,True,False,30,stred
1186,2503,Petra Pechová,F,2016-09-23,6,-24,2120.0,30,,True,True,30,stred
1187,2532,Renata Pospíšilová,F,2018-04-07,5,145,2082.9,30,,True,True,30,stred
1188,2548,Renata Zábranská,F,2019-01-27,4,215,2044.3,30,,True,True,30,stred
1189,2557,Renata Tesařová,F,2020-08-31,2,-1,1000.0,30,,True,False,30,stred
1190,2820,Alena Jelínková,F,2016-09-01,6,-2,2120.0,30,,True,True,30,stred
1191,3138,Kamila Tichá,F,2018-07-07,5,54,2081.08,30,,True,True,30,stred
1192,67,Petr Konečný,M,2019-09-02,3,-3,2000.0,55,,True,True,55,stred
1193,172,Martin Urban,M,2018-10-08,4,-39,2040.0,55,,True,True,55,stred
1194,365,Marek Procházka,M,2018-06-09,5,82,2081.64,55,,True,True,55,stred
1195,504,Ondřej Vávra,M,2017-06-23,6,68,2121.36,55,,True,True,55,stred
1196,880,Ján Novák,M,2020-05-04,3,118,2002.36,55,,True,True,55,stred
1197,928,Jozef Horák,M,2021-08-17,2,13,0.26,55,,True,False,55,stred
1198,1064,Peter Vávra,M,2018-10-06,4,-37,2040.0,55,,True,True,55,stred
1199,1213,Igor Soukup,M,2017-06-11,6,80,2121.6,55,105.0,True,True,55,stred
1200,1354,Juraj Janda,M,2016-12-11,6,-103,2120.0,55,,True,True,55,stred
1201,1423,Viktor Mach,M,2017-08-23,6,7,2120.14,55,,True,True,55,stred
1202,1439,Viktor Pekař,M,2020-07-26,3,35,2000.7,55,,True,True,55,stred
1203,1481,Erik Svoboda,M,2019-08-11,4,19,2040.38,55,,True,True,55,stred
1204,1507,Erik Konečný,M,2017-05-14,6,108,2122.16,55,,True,True,55,stred
1205,1509,Erik Kratochvíl,M,2018-10-20,4,-51,2040.0,55,,True,True,55,stred
1206,1530,Matúš Pospíšil,M,2017-05-17,6,105,2122.1,55,,True,True,55,stred
1207,1729,Eva Němcová,F,2020-04-14,3,138,2002.76,55,,True,True,55,stred
1208,1833,Helena Křenková,F,2017-07-01,6,60,2121.2,55,6.0,True,True,55,stred
1209,1901,Jana Urbanová,F,2017-02-06,6,205,2124.1,55,,True,True,55,stred
1210,2011,Klára Malá,F,2019-03-06,4,177,2043.54,55,,True,True,55,stred
1211,2052,Lenka Pospíšilová,F,2018-04-30,5,122,2082.44,55,,True,True,55,stred
1212,2155,Ludmila Tomášková,F,2021-04-17,2,135,2.7,55,,True,False,55,stred
1213,2397,Nikola Tesařová,F,2019-09-10,3,-11,2000.0,55,,True,True,55,stred
1214,2415,Patricia Bílá,F,2019-08-09,4,21,2040.42,55,,True,True,55,stred
1215,2598,Simona Kočová,F,2018-05-19,5,103,2082.06,55,,True,True,55,stred
